 size tlevel
   20      2
  620      3
  120      2
  680      5
  280      3
  140      2
  260      2
  520      6
  420      3
  780      4
  740      5
  560      4
  920      4
  220      3
  840      5
  600      3
  260      5
  540      4
  900      2
  360      4
  580      6
  720      5
  660      6
  560      3
  780      2
  220      4
  400      4
   80      5
  300      2
  440      4
  360      5
  400      6
  120      3
 1000      3
  480      5
  660      2
  780      6
  220      5
  440      5
  560      6
  760      4
  620      5
  240      4
  940      4
   40      5
  380      3
 1000      4
   80      3
  880      6
  120      6
  380      5
  840      4
  340      3
   80      6
  840      6
   60      5
  840      3
   20      5
  960      4
  740      3
  820      3
  940      2
  820      2
   40      4
  860      3
  720      3
  960      5
  700      6
  960      3
  820      5
  320      2
  240      5
   20      6
  660      5
  820      6
  900      4
  300      6
  920      6
  100      2
  360      3
  180      6
  920      5
  520      2
  260      4
  160      3
  720      2
  980      6
  800      6
  540      6
  920      3
  580      2
  280      2
  100      6
  780      5
  140      3
  140      6
   20      4
  860      6
  700      3
  620      2
  460      3
  800      4
  800      3
  900      5
  480      4
  200      3
  540      3
  180      3
  760      5
   80      4
  240      2
  280      5
  300      5
  500      4
  120      5
  520      3
   60      6
 1000      5
  280      6
   40      2
   60      4
  980      3
  700      5
  620      6
   80      2
  500      2
   40      3
  760      3
  160      6
  880      5
  940      3
  180      4
  420      6
  460      5
  380      4
  700      4
   40      6
  860      5
  600      5
  100      3
  800      5
  680      4
  680      2
  880      4
  580      3
  900      3
  960      2
  700      2
  560      5
  760      2
  160      2
  480      6
  420      4
  140      4
  860      4
  100      4
  540      2
  180      5
  300      3
  600      6
  720      4
  400      2
  680      6
  740      4
  940      6
  240      6
  880      2
  460      4
  160      4
  500      3
  980      4
  480      3
  420      2
  340      2
  260      3
  740      6
  580      5
  340      6
  980      2
  540      5
  500      6
  180      2
  860      2
  360      6
   20      3
  240      3
  200      4
  520      5
  460      2
  440      3
  420      5
  340      4
  460      6
  900      6
  660      4
  480      2
  820      4
  160      5
  320      3
  680      3
  380      2
  400      5
  520      4
  360      2
  620      4
  640      2
  760      6
  380      6
  600      2
  920      2
  340      5
  320      4
  120      4
 1000      6
  440      2
 1000      2
  220      6
  600      4
  220      2
  940      5
  800      2
  960      6
  640      3
  840      2
   60      3
  260      6
  200      5
  560      2
  140      5
  580      4
  640      6
  400      3
  640      5
  320      5
  780      3
  200      2
  280      4
  660      3
  200      6
  100      5
  880      3
  500      5
   60      2
  440      6
  640      4
  320      6
  980      5
  720      6
  300      4
  740      2
  500      5
  160      4
  900      5
  100      6
  600      5
  100      3
  520      6
  700      2
  920      2
  880      3
  700      4
  320      6
  340      2
  420      3
  120      4
   80      5
  300      6
  300      3
 1000      4
  160      2
  580      3
  840      6
   60      3
  920      4
  100      2
  700      3
  420      5
  240      5
  820      6
  860      5
  720      2
   40      5
  200      2
  800      3
  520      2
  540      6
  400      6
  280      2
  600      3
  180      6
  460      5
  840      5
  700      5
  740      2
  940      4
   20      3
  680      2
