  size tlevel
 1e+06      3
 7e+06      3
 1e+07      4
 3e+06      4
 5e+06      3
 8e+06      4
 5e+06      4
 7e+06      4
 4e+06      3
 9e+06      4
 8e+06      3
 6e+06      4
 9e+06      3
 2e+06      3
 1e+07      3
 1e+06      4
 3e+06      3
 6e+06      3
 4e+06      4
 2e+06      4
 1e+07      4
 6e+06      4
 1e+06      4
 6e+06      3
 3e+06      3
 8e+06      3
 5e+06      4
 9e+06      3
 1e+06      3
 7e+06      3
 4e+06      4
 8e+06      4
 9e+06      4
 4e+06      3
 5e+06      3
 2e+06      4
 1e+07      3
 3e+06      4
 2e+06      3
 7e+06      4
 4e+06      4
 7e+06      4
 1e+07      3
 3e+06      4
 2e+06      4
 5e+06      3
 1e+06      4
 4e+06      3
 1e+06      3
 9e+06      3
 1e+07      4
 7e+06      3
 3e+06      3
 6e+06      3
 8e+06      3
 9e+06      4
 2e+06      3
 8e+06      4
 5e+06      4
 6e+06      4
 1e+07      3
 5e+06      3
 4e+06      3
 1e+07      4
 8e+06      3
 7e+06      3
 6e+06      3
 4e+06      4
 5e+06      4
 3e+06      4
 1e+06      3
 9e+06      3
 2e+06      4
 8e+06      4
 9e+06      4
 1e+06      4
 7e+06      4
 2e+06      3
 6e+06      4
 3e+06      3
 1e+06      4
 8e+06      3
 3e+06      3
 2e+06      4
 6e+06      3
 4e+06      3
 7e+06      3
 9e+06      3
 6e+06      4
 4e+06      4
 2e+06      3
 1e+06      3
 5e+06      4
 8e+06      4
 1e+07      4
 5e+06      3
 7e+06      4
 3e+06      4
 1e+07      3
 9e+06      4
